Date,Open,High,Low,Close,Adj Close,Volume
2019-03-12,99.779999,100.519997,99.730003,100.050003,88.295242,7597500
2019-03-13,99.989998,101.589996,99.959999,101.180000,89.292473,9883300
2019-03-14,100.940002,101.779999,100.720001,101.320000,89.416046,8590200
2019-03-15,101.760002,102.889999,101.730003,102.440002,90.404457,30802700
2019-03-18,102.059998,102.290001,101.199997,101.510002,89.583710,8442800
2019-03-19,101.910004,102.139999,101.290001,101.900002,89.927887,7334100
2019-03-20,101.730003,102.309998,101.050003,101.720001,89.769012,7513800
2019-03-21,101.279999,102.910004,101.279999,102.489998,90.448555,8221000
2019-03-22,102.480003,103.150002,99.010002,101.660004,89.716103,11035900
2019-03-25,101.660004,102.339996,101.260002,101.959999,89.980835,6955500
2019-03-26,102.440002,103.480003,102.400002,103.019997,90.916290,6909400
2019-03-27,102.760002,103.019997,102.040001,102.900002,90.810410,6037100
2019-03-28,103.309998,103.680000,103.110001,103.550003,91.384018,6793700
2019-03-29,103.860001,104.150002,103.110001,104.050003,91.825279,7535400
2019-04-01,104.230003,104.230003,103.139999,103.639999,91.463463,6626500
2019-04-02,103.610001,104.019997,103.260002,103.750000,91.560524,6088800
2019-04-03,103.580002,103.889999,102.750000,103.690002,91.507568,5226500
2019-04-04,103.480003,103.669998,102.790001,103.430000,91.278114,4786100
2019-04-05,103.610001,103.690002,103.169998,103.650002,91.472275,4281800
2019-04-08,103.930000,105.139999,103.500000,104.970001,92.637192,8468600
2019-04-09,104.550003,104.760002,104.139999,104.660004,92.363617,5820300
2019-04-10,104.660004,105.000000,104.239998,104.650002,92.354782,5394300
2019-04-11,104.580002,105.050003,104.370003,104.750000,92.443024,5078400
2019-04-12,104.750000,105.059998,104.169998,105.059998,92.716614,6707900
2019-04-15,104.980003,105.779999,104.790001,105.730003,93.307915,5639200
2019-04-16,105.980003,106.500000,105.650002,106.419998,93.916840,8136100
2019-04-17,106.269997,106.510002,105.349998,105.849998,94.073250,6778100
2019-04-18,106.019997,106.709999,105.830002,106.050003,94.250999,7248900
2019-04-22,106.129997,107.199997,105.739998,106.010002,94.215454,9057200
2019-04-23,104.010002,104.110001,102.129997,103.160004,91.682541,15979800
2019-04-24,103.320000,104.650002,102.790001,103.690002,92.153564,10094800
2019-04-25,103.099998,103.570000,102.589996,103.279999,91.789192,6085300
2019-04-26,103.949997,105.879997,103.910004,105.860001,94.082146,7747400
2019-04-29,105.570000,105.750000,104.720001,104.779999,93.122299,4787600
2019-04-30,104.860001,106.620003,104.660004,106.480003,94.633156,8251300
2019-05-01,106.150002,106.389999,104.809998,104.930000,93.255608,6733800
2019-05-02,105.199997,105.760002,105.050003,105.559998,93.815506,6270300
2019-05-03,105.989998,106.410004,105.580002,106.080002,94.277672,4793400
2019-05-06,105.120003,105.820000,105.040001,105.680000,93.922165,4890400
2019-05-07,105.029999,105.580002,104.099998,104.699997,93.051193,6021700
2019-05-08,104.989998,105.769997,104.160004,105.070000,93.380035,5392600
2019-05-09,104.669998,105.040001,103.779999,104.239998,92.642380,6901700
2019-05-10,103.980003,106.150002,103.919998,106.010002,94.215454,5815800
2019-05-13,105.139999,106.589996,104.849998,106.110001,94.304329,7575500
2019-05-14,105.769997,106.500000,105.570000,105.599998,93.851059,7004000
2019-05-15,105.610001,107.000000,105.500000,106.699997,94.828682,5535600
2019-05-16,106.739998,108.680000,106.589996,108.110001,96.081802,9284200
2019-05-17,107.269997,108.000000,107.260002,107.449997,95.495239,6370200
2019-05-20,107.440002,108.129997,107.139999,107.330002,95.388573,6565300
2019-05-21,107.470001,107.540001,106.290001,106.370003,94.535393,5226400
2019-05-22,106.089996,107.050003,105.940002,106.720001,94.846458,4889700
2019-05-23,106.680000,107.029999,105.889999,106.760002,94.882004,6175600
2019-05-24,107.150002,107.440002,106.540001,106.690002,94.819794,4372100
2019-05-28,106.699997,107.250000,104.419998,104.459999,92.837921,7615500
2019-05-29,103.959999,104.809998,103.699997,104.190002,92.597939,7137300
2019-05-30,104.370003,105.370003,104.370003,105.330002,93.611115,4729200
2019-05-31,104.889999,104.900002,102.410004,102.910004,91.460350,10282300
2019-06-03,103.150002,103.959999,102.400002,103.800003,92.251335,8532900
2019-06-04,104.010002,105.099998,103.849998,104.680000,93.033447,6906400
2019-06-05,105.239998,106.750000,104.889999,106.730003,94.855347,6481700
2019-06-06,106.849998,107.680000,106.330002,107.379997,95.433029,6681600
2019-06-07,107.739998,109.379997,107.739998,108.769997,96.668381,8063400
2019-06-10,108.320000,109.019997,107.459999,108.720001,96.623940,4767000
2019-06-11,108.940002,109.599998,108.870003,109.379997,97.210503,8074400
2019-06-12,109.599998,110.660004,109.580002,109.680000,97.477135,7687800
2019-06-13,109.980003,110.949997,109.860001,110.910004,98.570274,8611400
2019-06-14,110.970001,111.750000,110.650002,111.199997,98.828018,6438100
2019-06-17,111.160004,111.209999,110.239998,110.989998,98.641380,6020000
2019-06-18,111.449997,111.559998,109.430000,109.599998,97.406029,7731200
2019-06-19,109.500000,110.730003,109.260002,110.419998,98.134804,7028000
2019-06-20,110.779999,112.019997,110.500000,111.739998,99.307930,7044200
2019-06-21,111.620003,112.470001,111.019997,111.199997,98.828018,13799400
2019-06-24,111.820000,112.500000,111.400002,112.330002,99.832306,5518100
2019-06-25,112.110001,112.629997,111.309998,111.720001,99.290161,6805600
2019-06-26,111.389999,111.440002,109.660004,109.730003,97.521576,7170300
2019-06-27,109.919998,110.269997,109.290001,109.779999,97.566002,5613300
2019-06-28,111.860001,111.959999,109.019997,109.650002,97.450470,12152000
2019-07-01,109.919998,110.699997,109.610001,110.489998,98.196991,6775900
2019-07-02,110.610001,111.500000,110.290001,111.480003,99.076897,6578200
2019-07-03,111.959999,114.269997,111.839996,114.080002,101.387604,6223300
2019-07-05,112.970001,113.449997,112.230003,113.150002,100.561066,8694800
2019-07-08,113.339996,114.230003,113.300003,114.050003,101.360931,5317800
2019-07-09,113.900002,113.910004,112.320000,112.910004,100.347794,7537700
2019-07-10,113.459999,114.500000,113.400002,113.750000,101.094299,5600700
2019-07-11,113.660004,114.400002,113.440002,114.379997,101.654221,4625300
2019-07-12,114.070000,115.209999,114.070000,114.989998,102.196342,7058600
2019-07-15,115.070000,115.879997,114.790001,115.480003,102.631821,6240700
2019-07-16,115.720001,116.519997,115.449997,115.889999,102.996223,7644300
2019-07-17,115.730003,116.290001,115.730003,115.940002,103.040672,7861700
2019-07-18,114.930000,115.769997,114.790001,115.440002,103.260704,5828700
2019-07-19,115.500000,115.949997,115.010002,115.010002,102.876083,6547000
2019-07-22,115.040001,115.449997,114.580002,115.300003,103.135460,4018800
2019-07-23,115.709999,116.050003,113.839996,113.849998,101.838440,8194600
2019-07-24,113.849998,113.879997,112.279999,112.599998,100.720337,9635900
2019-07-25,111.480003,112.980003,111.379997,112.769997,100.872391,7809400
2019-07-26,113.209999,114.879997,112.879997,114.730003,102.625595,5559600
2019-07-29,114.730003,116.209999,114.620003,116.000000,103.761612,7768700
2019-07-30,119.820000,121.760002,118.800003,120.410004,107.706360,18788800
2019-07-31,119.660004,120.680000,117.070000,118.040001,105.586388,12641800
2019-08-01,118.559998,119.169998,116.730003,116.730003,104.414604,11308600
2019-08-02,116.510002,117.080002,115.690002,116.440002,104.155190,12266100
2019-08-05,116.089996,116.300003,112.830002,113.080002,101.149673,12974800
2019-08-06,113.650002,115.000000,113.180000,114.279999,102.223099,9490600
2019-08-07,113.750000,116.239998,112.680000,115.519997,103.332268,9507600
2019-08-08,115.519997,117.489998,115.339996,117.440002,105.049706,7416600
2019-08-09,117.620003,118.040001,115.849998,116.779999,104.459335,6939500
2019-08-12,116.779999,117.669998,115.589996,116.029999,103.788452,4996200
2019-08-13,116.510002,118.070000,116.339996,117.250000,104.879730,6722000
2019-08-14,116.459999,117.940002,115.660004,115.790001,103.573799,10148300
2019-08-15,116.800003,118.089996,116.440002,117.389999,105.004967,7758000
2019-08-16,118.059998,119.540001,117.599998,119.180000,106.606117,8302400
2019-08-19,119.970001,120.449997,119.110001,120.239998,107.554291,5867100
2019-08-20,120.050003,120.260002,118.790001,118.900002,106.355659,6744300
2019-08-21,119.269997,119.650002,118.680000,119.199997,106.624016,4037400
2019-08-22,119.080002,119.790001,118.699997,119.419998,106.820801,4558400
2019-08-23,119.139999,120.110001,116.430000,117.320000,104.942352,7336800
2019-08-26,117.750000,119.599998,117.220001,119.320000,106.731369,5661500
2019-08-27,119.989998,121.050003,119.779999,120.550003,107.831573,6996300
2019-08-28,120.459999,121.430000,119.629997,121.400002,108.591904,4600300
2019-08-29,121.790001,122.000000,120.320000,121.180000,108.395111,5011500
2019-08-30,121.959999,122.000000,119.510002,120.230003,107.545341,6007100
2019-09-03,119.790001,121.540001,119.629997,121.360001,108.556114,4959300
2019-09-04,121.849998,123.279999,121.459999,123.209999,110.210945,5586900
2019-09-05,123.239998,123.430000,122.180000,122.760002,109.808418,7491900
2019-09-06,123.000000,123.379997,122.540001,122.870003,109.906807,5306900
2019-09-09,122.709999,122.779999,121.779999,122.169998,109.280647,7662400
2019-09-10,121.029999,121.180000,119.580002,119.879997,107.232262,9582200
2019-09-11,119.860001,121.339996,119.360001,121.269997,108.475594,7565500
2019-09-12,122.650002,123.209999,121.620003,122.769997,109.817360,6194300
2019-09-13,121.820000,122.580002,121.500000,122.120003,109.235954,6777400
2019-09-16,121.809998,121.959999,119.019997,119.750000,107.115982,9626700
2019-09-17,119.629997,121.989998,119.440002,121.160004,108.377235,6377100
2019-09-18,121.269997,121.959999,120.769997,121.410004,108.600845,5684200
2019-09-19,121.389999,122.230003,121.239998,121.900002,109.039154,4525800
2019-09-20,122.129997,122.599998,121.750000,122.239998,109.343285,15362000
2019-09-23,122.199997,123.769997,121.970001,123.220001,110.219879,6060400
2019-09-24,123.699997,124.730003,123.360001,123.610001,110.568741,7633200
2019-09-25,123.559998,123.830002,122.949997,123.019997,110.040962,5812600
2019-09-26,123.639999,125.000000,123.529999,124.309998,111.194885,6984800
2019-09-27,124.410004,124.879997,123.720001,124.570000,111.427460,5589800
2019-09-30,124.570000,125.360001,124.129997,124.379997,111.257484,5206900
2019-10-01,124.360001,124.639999,123.199997,123.849998,110.783424,5415700
2019-10-02,123.199997,123.650002,120.209999,121.080002,108.305672,6755100
2019-10-03,121.669998,122.540001,120.839996,121.739998,108.896011,5171000
2019-10-04,122.190002,124.059998,121.989998,124.000000,110.917587,4377900
2019-10-07,123.529999,123.889999,122.680000,122.839996,109.879967,4749700
2019-10-08,122.660004,122.930000,120.879997,120.930000,108.171494,5545300
2019-10-09,121.809998,122.389999,121.430000,121.980003,109.110703,3775600
2019-10-10,121.330002,122.190002,120.800003,121.940002,109.074928,3943400
2019-10-11,122.040001,122.059998,120.820000,121.089996,108.314590,6292200
2019-10-14,121.620003,121.620003,119.580002,120.050003,107.384315,7360200
2019-10-15,120.190002,120.559998,116.699997,117.199997,104.835007,11113900
2019-10-16,117.669998,117.769997,116.510002,117.529999,105.130188,7973100
2019-10-17,117.309998,117.639999,116.550003,116.629997,104.991562,5956900
2019-10-18,116.550003,117.750000,116.169998,117.470001,105.747742,9016700
2019-10-21,117.419998,119.120003,117.349998,119.080002,107.197083,6731600
2019-10-22,124.000000,124.220001,121.599998,122.180000,109.987717,14410500
2019-10-23,121.989998,123.730003,121.839996,123.000000,110.725899,8249300
2019-10-24,123.760002,125.769997,123.339996,124.790001,112.337273,6725600
2019-10-25,124.820000,124.820000,123.169998,123.250000,110.950943,6093300
2019-10-28,123.480003,124.120003,122.599998,123.480003,111.158012,5459500
2019-10-29,123.199997,124.559998,123.099998,123.599998,111.266022,5659800
2019-10-30,123.989998,125.169998,123.500000,124.940002,112.472321,4734500
2019-10-31,124.790001,125.449997,123.360001,124.510002,112.085220,6399500
2019-11-01,124.830002,125.139999,123.250000,123.870003,111.509094,6010200
2019-11-04,123.919998,123.919998,118.639999,119.070000,107.188080,10351400
2019-11-05,118.830002,119.589996,118.239998,118.900002,107.035042,9239600
2019-11-06,119.099998,120.349998,118.660004,120.320000,108.313339,6756300
2019-11-07,120.339996,120.339996,118.809998,119.620003,107.683189,8909700
2019-11-08,119.849998,120.589996,119.160004,119.699997,107.755203,4249900
2019-11-11,119.480003,120.000000,119.089996,119.330002,107.422150,3850400
2019-11-12,119.489998,119.599998,118.550003,119.269997,107.368126,4759600
2019-11-13,119.900002,121.050003,119.870003,120.650002,108.610413,7262800
2019-11-14,120.620003,121.169998,120.110001,120.500000,108.475372,5188300
2019-11-15,120.989998,120.989998,119.970001,120.540001,108.511398,7108600
2019-11-18,120.250000,122.559998,120.169998,121.889999,109.726662,7493700
2019-11-19,121.930000,122.779999,121.129997,121.419998,109.303581,5989000
2019-11-20,121.419998,122.379997,120.930000,122.290001,110.086746,6480000
2019-11-21,121.779999,122.540001,120.279999,120.339996,108.331345,7094200
2019-11-22,120.230003,120.610001,119.389999,120.290001,108.286354,4414900
2019-11-25,120.440002,120.919998,120.019997,120.510002,108.484383,5134300
2019-11-26,120.730003,122.349998,120.410004,122.260002,110.059738,8235200
2019-11-27,122.419998,122.440002,120.959999,121.760002,109.609642,3751400
2019-11-29,121.989998,122.629997,121.709999,122.059998,109.879700,2927300
2019-12-02,121.940002,122.779999,120.959999,122.720001,110.473846,6146200
2019-12-03,122.309998,122.959999,121.800003,122.949997,110.680885,6396200
2019-12-04,122.750000,124.580002,122.690002,124.529999,112.103233,6857300
2019-12-05,124.269997,124.629997,123.660004,124.620003,112.184250,7029200
2019-12-06,124.730003,125.449997,123.889999,124.190002,111.797165,7150900
2019-12-09,124.309998,125.139999,124.180000,124.870003,112.409317,7452800
2019-12-10,124.779999,124.870003,124.120003,124.269997,111.869164,4740100
2019-12-11,124.269997,125.269997,124.070000,124.660004,112.220253,4823300
2019-12-12,124.779999,125.760002,123.879997,124.570000,112.139236,5897800
2019-12-13,124.209999,125.739998,123.790001,125.470001,112.949425,5471600
2019-12-16,125.470001,126.349998,125.349998,125.559998,113.030449,8281900
2019-12-17,125.589996,125.980003,124.309998,125.309998,112.805389,8832200
2019-12-18,125.309998,125.870003,123.690002,124.010002,111.635109,8607600
2019-12-19,124.160004,125.199997,123.900002,124.919998,112.454315,6629100
2019-12-20,126.150002,126.599998,125.029999,125.360001,112.850418,16250500
2019-12-23,125.519997,125.820000,124.690002,124.900002,112.436310,6619500
2019-12-24,124.790001,125.309998,124.580002,125.220001,112.724365,2022100
2019-12-26,125.099998,125.750000,124.870003,125.220001,112.724365,4760400
2019-12-27,125.559998,126.300003,125.389999,126.089996,113.507561,5192000
